ID,Название,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12,Ссылка на страницу,Дата добавления,Видео,Исходники,ГитХаб,Демопати,Компо,Место
3000108,HNY 2025!,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), n1k-o","Excess Team, Stardust",2025,БК0010 (11М),demo,january 2025,,,,,hny25.zip,,,,,,,,,,00102970.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=102970,17.02.26,https://www.youtube.com/watch?v=UQS8Bt8B6Yo,,,DiHALT Winter 2025,lowend demo,2
3000110,BK3D.Arena,Dmitry Apraksin,Dmitry Apraksin,2024,БК0010 (11М),game,august 2024,,,,,bk3d.arena.zip,,,,,,,,,,00097644.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=97644,17.02.26,https://www.youtube.com/watch?v=J_QhI2RmWzg,,,Chaos Constructions 2024,gamedev,1
3000111,Flight 256,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2024,БК0010 (11М),256b,july 2024,,,,,flight_256_by_KUVO.zip,,,,,,,,,,00097402.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=97402,17.02.26,https://www.youtube.com/watch?v=yC4BmZlJEH8,В архиве,,DiHALT Summer 2024,oldskool 256b,1
3000112,Babylona,"purplesyringa, Мачуговский А. (Manwe/SandS), Made","SandS, Bomb",2024,БК0010 (11М),16k,may 2024,,,,,sands-and-bomb-babylona.zip,,,,,,,,,,00104947.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=104947,17.02.26,,Ссылка,https://github.com/Manwe-SandS/Babylona,,,
3000115,AR1,Dmitry Apraksin,Dmitry Apraksin,2024,БК0010 (11М),4k,april 2024,,,,,ar1.zip,,,,,,,,,,00096910.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=96910,17.02.26,https://www.youtube.com/watch?v=9NHngXWsVIg,,,Multimatograf 2024,combined 4k,1
3000114,FLAT COLORS,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), dimidus, Grongy, Владимир Кутяков (KUVO)",Excess Team,2024,БК0010 (11М),demo,april 2024,,,,,flat_colors.zip,,,,,,,,,,00096912.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=96912,17.02.26,https://www.youtube.com/watch?v=noZUrjuKWEQ,,,Multimatograf 2024,oldskool demo,2
3000113,Floor,Александр Тишин (Sandro),,2024,БК0011М,16k,april 2024,,,,Real-time Floor: texturing on BK-0011M,floor.zip,,,,,,,,,,00096917.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=96917,17.02.26,https://www.youtube.com/watch?v=H6TtlyPDAj0,,,Multimatograf 2024,oldskool demo,4
3000116,Siiight,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2024,БК0010 (11М),procedural graphics,april 2024,,,,,SIIIGHT_by_CSI.zip,,,,,,,,,,00096894.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=96894,17.02.26,https://youtu.be/-ygByncVtqU,В архиве,,Multimatograf 2024,wild demo,2
3000117,BK flag,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2024,БК0010 (11М),256b,february 2024,,,,,BK_flag.zip,,,,,,,,,,00096146.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=96146,17.02.26,https://youtu.be/uEg5c33EeMk,В архиве,,Lovebyte 2024,oldskool 256b,16
3000121,Alien ray 256,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2024,БК0010 (11М),256b,january 2024,,,,,alien_ray_by_CSI.zip,,,,,,,,,,00095812.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95812,17.02.26,https://youtu.be/V_LFzjeieNw,В архиве,,DiHALT Winter 2024,oldskool 256b,3
3000120,Color Diamond 64b,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2024,БК0010 (11М),64b,january 2024,,,,,64_byte_intro__color_diamond_.zip,,,,,,,,,,00095817.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95817,17.02.26,https://www.youtube.com/watch?v=5X1-KDBIjKI,В архиве,,DiHALT Winter 2024,oldskool 256b,4
3000122,Festive city 256,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2024,БК0010 (11М),256b,january 2024,,,,,festive_city_by_CSI.zip,,,,,,,,,,00095811.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95811,17.02.26,https://youtu.be/zcoUaB0rWDw,В архиве,,DiHALT Winter 2024,oldskool 256b,2
3000119,Grids,Александр Тишин (Sandro),,2024,БК0010 (11М),256b,january 2024,,,,,grids.zip,,,,,,,,,,00095840.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95840,17.02.26,https://www.youtube.com/watch?v=QQTFmzPgLgM,,,DiHALT Winter 2024,oldskool 256b,5
3000118,Magic Carpet v2,NiOl,NmG,2024,БК0010 (11М),512b,january 2024,,,,,magic_carpet_v2.zip,,,,,,,,,,00095843.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95843,17.02.26,,,,DiHALT Winter 2024,oldskool intro,1
3000125,'Forgotten AY' music release 2023,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2023,БК0010 (11М),musicdisk,december 2023,,,,,FAY_by_KUVO.zip,,,,,,,,,,00095621.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95621,17.02.26,https://youtu.be/LyqL0_MefUM,В архиве,,,,
3000123,Christmas Diamonds,NiOl,,2023,БК0010 (11М),64b,december 2023,,,,,niol_bk0010_asm_vc3-2023.zip,,,,,,,,,,00095768.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95768,17.02.26,,В архиве,,VCCC 2023,combined intro,26
3000124,Christmas Diamonds,Sergey Pavlov,Ufasoft,2023,БК0010 (11М),32b,december 2023,,,,,sergey-pavlov_bk-0010-01_macro-11-asm_vc3-2023.zip,,,,,,,,,,00095751.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95751,17.02.26,https://www.youtube.com/watch?v=RGv2u6epVTY,В архиве,,VCCC 2023,combined intro,19
3000126,Sight 2 musical coloring book,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2023,БК0010 (11М),procedural graphics,september 2023,,,,,sight2_by_KUVO.zip,,,,,,,,,,00095210.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95210,17.02.26,https://youtu.be/uoEIJv9IJnU,В архиве,,,,
3000127,Grachister,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2023,БК0010 (11М),256b,august 2023,,,,,gr256b-bk0010.zip,,,,,,,,,,00095845.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=95845,17.02.26,https://www.youtube.com/watch?v=m9FdqkVChwU,В архиве,,Demodulation 2023,oldskool 256b,2
3000128,LeCSIcon demo 2023,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2023,БК0010 (11М),demo,august 2023,,,,,leCSIcon_demo_2023_by_CSI.zip,,,,,,,,,,00094851.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=94851,17.02.26,https://youtu.be/oDtyFgQ93MU,В архиве,,Demodulation 2023,oldskool demo,1
3000129,Sight draw demo 2023,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2023,БК0010 (11М),procedural graphics,march 2023,,,,,sight_draw_demo_by_KUVO.zip,,,,,,,,,,00093998.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93998,17.02.26,https://www.youtube.com/watch?v=j7WzYKCjAfw,В архиве,,,,
3000130,Stop smoking! 256,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2023,БК0010 (11М),256b,february 2023,,,,,stopsmok_256_by_KUVO.zip,,,,,,,,,,00093669.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93669,17.02.26,https://youtu.be/0JTDbbwtd90,В архиве,,Lovebyte 2023,oldskool 256b,10
3000134,10 PRINT for BK0010,Александр Тишин (Sandro),,2023,БК0010 (11М),32b,january 2023,,,,,10-print-16byte-by-atishin.zip,,,,,,,,,,00093759.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93759,17.02.26,https://youtu.be/EbVVbO3I1fs,В архиве,,Lovebyte 2023,oldskool 16b,18
3000133,Color Lines 32b,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2023,БК0010 (11М),32b,january 2023,,,,,color-lines-32b-for-bk0010.zip,,,,,,,,,,00093766.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93766,17.02.26,https://youtu.be/b3w056bZYAk,В архиве,,Lovebyte 2023,oldskool 32b,4
3000132,Fat10Print 32b,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2023,БК0010 (11М),32b,january 2023,,,,,fatprint-32b-for-bk0011m.zip,,,,,,,,,,00093767.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93767,17.02.26,https://youtu.be/Oa4m-xxe5Qo,В архиве,,Lovebyte 2023,oldskool 32b,11
3000135,Mystery Pass,NiOl,,2023,БК0010 (11М),64b,january 2023,,,,,mystery_pass.zip,,,,,,,,,,00093286.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93286,17.02.26,https://youtu.be/VJyEO4Km6Sc,В архиве,,DiHALT Summer 2023,oldskool 256b,3
3000131,Red Lines 16b,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2023,БК0010 (11М),32b,january 2023,,,,,red-lines-16b-for-bk0010.zip,,,,,,,,,,00093768.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93768,17.02.26,https://youtu.be/RfnZ2jbJcKM,В архиве,,Lovebyte 2023,oldskool 16b,14
3000136,timeCS music release 2023,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2023,БК0010 (11М),musicdisk,january 2023,,,,,timeCS.zip,,,,,,,,,,00093220.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=93220,17.02.26,https://youtu.be/lhQL7rBA9as,В архиве,,,,
3000137,4 color stuff,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2022,БК0010 (11М),128b,november 2022,,,,,4clrstf-128b-intro-for-bk0010-01.zip,,,,,,,,,,00092815.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92815,17.02.26,https://youtu.be/ooZvrHxKWrc,В архиве,,inérciaDemoparty 2022,combined 128b,6
3000142,99 stars,Мачуговский А. (Manwe/SandS),SandS,2022,БК0010 (11М),512b,october 2022,,,,,manwe-99stars.zip,,,,,,,,,,00092592.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92592,17.02.26,https://youtu.be/6w9Zmi0lrTw,В архиве,,CAFe 2022,BK intro,2
3000144,CSI World 256,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2022,БК0010 (11М),256b,october 2022,,,,,CSI World_256_intro_by_KUVO.zip,,,,,,,,,,00092586.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92586,17.02.26,https://youtu.be/XtuUEbosSBc,В архиве,,CAFe 2022,BK intro,1
3000143,eCSIt demo 2022,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2022,БК0010 (11М),demo,october 2022,,,,,eCSIt_demo_2022_by_CSI.zip,,,,,,,,,,00092587.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92587,17.02.26,https://youtu.be/hk4_ecBRIlA,В архиве,,CAFe 2022,BK demo,1
3000141,Machinery Robotic,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Grongy, Владимир Кутяков (KUVO)","Excess Team, CAROLINE SOFTWARE",2022,БК0010 (11М),demo,october 2022,,,,,mchnry.zip,,,,,,,,,,00092620.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92620,17.02.26,https://www.youtube.com/watch?v=6YnbyKzf6f8,,,CAFe 2022,BK demo,2
3000139,Tetr 512,Sergey Pavlov,Ufasoft,2022,БК0010 (11М),512b,october 2022,,,,,tetr_512.zip,,,,,,,,,,00092736.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92736,17.02.26,https://www.youtube.com/watch?v=SDXqIYuAB1o,,,CAFe 2022,BK intro,3
3000140,The Goonies for BK0011M,Сизых Павел (grf/grfmaniak),Grf Games,2022,БК0011М,game,october 2022,,,,,the_goonies_for_bk0011m.zip,,,,,,,,,,00092706.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92706,17.02.26,https://www.youtube.com/watch?v=_MAZlL6_mLM,,,CAFe 2022,gamedev,1
3000138,"Truche, jr",Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2022,БК0010 (11М),128b,october 2022,,,,,truche_jr.zip,,,,,,,,,,00092879.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92879,17.02.26,,В архиве,,CAFe 2022,BK intro,4
3000145,CAFe2022 invitation,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Владимир Кутяков (KUVO)","Excess Team, CAROLINE SOFTWARE",2022,БК0010 (11М),invitation,august 2022,,,,,cafeparty_2022_invitation.zip,,,,,,,,,,00092040.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=92040,17.02.26,https://www.youtube.com/watch?v=Qd_EHjqpLwk,,,Undefined 2022,combined intro,1
3000148,Gears (BK0011M),Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2022,БК0011М,256b,february 2022,,,,,gears_256_intro_by_KUVO.zip,,,,,,,,,,00091036.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=91036,17.02.26,https://youtu.be/FwC46XK0S70,В архиве,,Lovebyte 2022,oldskool 256b,19
3000147,Just shapes,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2022,БК0010 (11М),256b,february 2022,,,,,jshapes_256_intro_by_KUVO.zip,,,,,,,,,,00091037.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=91037,17.02.26,https://youtu.be/ou-H_UwJDQQ,В архиве,,Lovebyte 2022,oldskool 256b,28
3000146,The Covid incident,"fyrex, kael",Mayhem,2022,БК0010 (11М),musicdisk,february 2022,KAEL,TRON (1997-1998),Английский,"Программа представляет собой нечто среднее между демкой и музыкальной шкатулкой. Музыка воспроизводится через музыкальный сопроцессор AY-3-8910 с использованием модуля PSG разработанного VLADIMIR ""KUVO"" KUTYAKOV FYREX MayHem KAEL TRON (1997-1998) 2022",mhm-TCI_BK0011M.zip,,mhm-tci_bk0011m-src.zip,Source,,,,,,,00091145.jpg,tci1.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=91145,17.02.26,https://www.youtube.com/watch?v=SVFwE2SmmPQ,В архиве,,,,
3000149,CS!Halt 2022,"Владимир Кутяков (KUVO), maktone",CAROLINE SOFTWARE,2022,БК0010 (11М),intro,january 2022,,,,,csihalt_by_KUVO.zip,,,,,,,,,,00090619.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90619,17.02.26,https://youtu.be/l0E5huidX1A,В архиве,,DiHALT Summer 2022,lowend demo,1
3000150,Lion,Мачуговский А. (Manwe/SandS),SandS,2022,БК0010 (11М),procedural graphics,january 2022,,,,,manwe-lion.zip,,,,,,,,,,00090614.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90614,17.02.26,,В архиве,,DiHALT Summer 2022,4k procedural gfx,n/a
3000156,256 bytes intro bundle 2021,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2021,БК0010 (11М),256b,november 2021,,,,,bundle_256_intro_2021_by_kuvo.zip,,,,,,,,,,00090347.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90347,17.02.26,https://www.youtube.com/watch?v=LOfjAvBu1TQ&list=PLl-of4-x7FPDQm6N8Kqd1duhtXOXrZsYc,В архиве,,Demodulation 2021,n/a,n/a
3000158,CS!quel demo 2021,"Владимир Кутяков (KUVO), x-ceed",CAROLINE SOFTWARE,2021,БК0011М,demo,november 2021,,,,Владимир Кутяков 'KUVO' 2021 1st at Demodulation 2021,csquel.zip,,,,,,,,,,csiquel_2.png,csiquel_1.png,csiquel_3.png,csiquel_4.png,csiquel_5.png,csiquel_6.png,csiquel_7.png,csiquel_8.png,csiquel_9.png,csiquel_10.png,csiquel_11.png,,https://www.pouet.net/prod.php?which=90338,17.02.26,https://www.youtube.com/watch?v=TAcbp50tyCQ,,,Demodulation 2021,oldskool demo,1
3000159,Hexagon's aberration,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2021,БК0010 (11М),256b,november 2021,,,,,hexabb_BK11m_256.zip,,,,,,,,,,00090259.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90259,17.02.26,https://www.youtube.com/watch?v=8Ei5Ky7JHhA,В архиве,,inérciaDemoparty 2021,combined 256b,4
3000157,Kocu4ka,Мачуговский А. (Manwe/SandS),SandS,2021,БК0010 (11М),256b,november 2021,,,,,manwe-kocu4ka.zip,,,,,,,,,,00090339.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90339,17.02.26,https://www.youtube.com/watch?v=GEvpuVxCweA,В архиве,,Demodulation 2021,oldskool 256b,2
3000152,Martian Wind,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Adam Bazaroff,2021,БК0010 (11М),128b,november 2021,,,,,03_adam_bazaroff-martian_wind_bk.zip,,,,,,,,,,00090386.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90386,17.02.26,https://youtu.be/6qt1y-Hp0vs,В архиве,,Demodulation 2021,oldskool 256b,3
3000154,piCSI,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2021,БК0010 (11М),256b,november 2021,,,,,07-kuvo-picsi_bk.zip,,,,,,,,,,00090368.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90368,17.02.26,https://www.youtube.com/watch?v=OwD0Ye3hhlI,,,Demodulation 2021,oldskool 256b,7
3000151,SUBMARINE,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2021,БК0010 (11М),256b,november 2021,,,,,04_kuvo-submarine_bk.zip,,,,,,,,,,00090387.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90387,17.02.26,https://youtu.be/_BKA-xwTC0c,,,Demodulation 2021,oldskool 256b,4
3000155,The Snake Dancer,Vol Lidovski (Litwr),,2021,БК0010 (11М),8k,november 2021,,,,,the-snake-dancer.zip,,,,,,,,,,00090353.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90353,17.02.26,https://www.youtube.com/watch?v=qiqlnMF1Y6A,В архиве,,Demodulation 2021,oldskool demo,3
3000153,Wormtrap,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2021,БК0010 (11М),256b,november 2021,,,,,06_kuvo-wormtrap_bk.zip,,,,,,,,,,00090370.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=90370,17.02.26,https://www.youtube.com/watch?v=O3SgAFIbP6w,,,Demodulation 2021,oldskool 256b,6
3000161,music release 'CSMMXXII' by KUVO,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2021,БК0010 (11М),musicdisk,august 2021,,,,,csmmxxii.zip,,,,,,,,,,00089641.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=89641,17.02.26,https://youtu.be/yK3ICCi-24k,В архиве,,,,
3000160,Ruscii,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2021,БК0010 (11М),procedural graphics,august 2021,,,,,ruscii_bk0010_.zip,,,,,,,,,,00089708.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=89708,17.02.26,,В архиве,,Chaos Constructions 2021,combined 4k,1
3000162,Alugalug Cat (PSG+WAV to AY/YM),"Владимир Кутяков (KUVO), @TheKiffNess",CAROLINE SOFTWARE,2021,БК0011М,wild,may 2021,KUVO,@TheKiffNess,,"Попытка одновременного вывода PSG и WAV файла на AY/YM чип. Используется свой уникальный способ. Полное собрание сочинений для просмотра и реализации ""ALUGALUG CAT"" на БК-0011М Архив содержит: imgALUGALUG.IMG - образ диска (CSIDOS 3.30).",alugalug_csi_2021.zip,,,,,,,,,,00089030.jpg,1624302316_1.jpg,,,,,,,,,,,https://www.pouet.net/prod.php?which=89030,17.02.26,https://youtu.be/PLYZxFyTF08,В архиве,,,,
3000163,DejaVu,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2021,БК0010 (11М),128b,march 2021,,,,,djvu.zip,,,,,,,,,,00088450.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=88450,17.02.26,,В архиве,,,,
48303,FREE NAVALNY (БК0011М),Мачуговский А. (Manwe/SandS),Manwe/SandS,2021,БК0011М,512b,march 2021,Manwe/SandS,,Английский,Качественно выполненная 512-байтная демка для БК0011М,freenavalny.zip,,,,,,,,,,1615633019_1.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=88167,17.02.26,https://youtu.be/vlztnOh4Rdc,,,,,
3000165,random walk,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2021,БК0010 (11М),256b,february 2021,,,,,randomwalk.zip,,,,,,,,,,00088042.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=88042,17.02.26,,В архиве,,Chaos Constructions Winter 2021,oldskool intro,3
3000172,Boing Ball,Мачуговский А. (Manwe/SandS),"Strogino PC, SandS",2021,БК0011М,512b,january 2021,,,,510 байтное intro для БК0011М 3rd at DiHALT 2021 Мачуговский А. (Manwe) STROGINO PC 2020,manwe-boingball.zip,,,,,,,,,,00087736.png,1626764232_1.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=87736,17.02.26,https://youtu.be/4oOuhyoB1hw,В архиве,,DiHALT Summer 2021,lowend demo,3
3000171,Mandelbrot fractal / 242b / BK0011M,Stanislav Maslovski (s_i_m),FORTRAN LOVERS,2021,БК0010 (11М),256b,january 2021,,,,,mandelbrot_fractal.zip,,,,,,,,,,00087739.jpg,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87739,17.02.26,https://youtu.be/tGwDtZpIy88,В архиве,,DiHALT Summer 2021,lowend intro,6
3000168,Moroz-No!,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2021,БК0011М,256b,january 2021,,,,256 байтная демка для БК0011М. Adam Bazaroff/Excess team 2020 7th at DiHALT 2021,moroz_no_.zip,,moroz_no.zip,,,,,,,,00087751.gif,1626761887_1.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=87751,17.02.26,https://www.youtube.com/watch?v=QoBB7TBQwFY,В архиве,,DiHALT Summer 2021,lowend intro,7
3000166,music release 2021 by KUVO,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2021,БК0010 (11М),musicdisk,january 2021,,,,,csi_mr2021.zip,,,,,,,,,,00087809.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87809,17.02.26,https://youtu.be/ymOy4vQrjw4,В архиве,,,,
3000167,No Copper,Александр Тишин (Sandro),,2021,БК0010 (11М),256b,january 2021,,,,,no_copper.zip,,,,,,,,,,00087753.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87753,17.02.26,,,,DiHALT Summer 2021,lowend intro,12
3000170,PONG Charged,Мачуговский А. (Manwe/SandS),SandS,2021,БК0010 (11М),game,january 2021,,,,,PONG-charged-BK0010.zip,,,,,,,,,,00087745.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87745,17.02.26,https://www.youtube.com/watch?v=AXdZChLr6w8,В архиве,,DiHALT Summer 2021,gamedev,1
3000169,TRON,"Насыров Дамир (Damir Nasyroff/Adam Bazaroff), Мачуговский А. (Manwe/SandS)",Excess Team,2021,БК0010 (11М),game,january 2021,,,,,tron.zip,,,,,,,,,,00087750.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87750,17.02.26,https://www.youtube.com/watch?v=gAyxvk05wKw,,,DiHALT Summer 2021,gamedev,2
3000174,14 colours,Мачуговский А. (Manwe/SandS),"SandS, Strogino PC",2020,БК0010 (11М),256b,december 2020,,,,,manwe-14colours.zip,,,,,,,,,,00087557.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87557,17.02.26,https://www.youtube.com/watch?v=hMQnZs8euCs,В архиве,,Demodulation 2020,combined 256b,8
3000175,20CSI20,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2020,БК0011М,demo,december 2020,Владимир Кутяков (KUVO),Владимир Кутяков (KUVO),Английский,Классная демка от CAROLINE SOFTWARE Владимир Кутяков (KUVO) 2020 1st at Demodulation 2020,20csi20_development.zip,,20csi20_dev_fixed.zip,hardware version,,,,,,,00087552.png,1626769438_1.png,1626769405_2.png,1626769383_3.png,,,,,,,,,https://www.pouet.net/prod.php?which=87552,17.02.26,https://www.youtube.com/watch?v=gXvn9V-IYBY,В архиве,,Demodulation 2020,oldskool demo,1
3000173,crazy chess field,Насыров Дамир (Damir Nasyroff/Adam Bazaroff),Excess Team,2020,БК0010 (11М),256b,december 2020,,,,,ccf_bk0010-11m_256b_intro.zip,,,,,,,,,,00087564.gif,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87564,17.02.26,https://www.youtube.com/watch?v=zOLIFDBs3bg,В архиве,,Demodulation 2020,combined 256b,7
3000176,flame512,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2020,БК0010 (11М),512b,october 2020,,,,512-байтная демка для BK-0010 и BK-0011 Владимир Кутяков (KUVO) CAROLINE SOFTWARE 2020,flame512full.zip,,,,,,,,,,00087003.png,1624878590_1.png,1624878563_2.png,,,,,,,,,,https://www.pouet.net/prod.php?which=87003,17.02.26,https://youtu.be/RnaRIl9Uyhc,В архиве,,,,
3000177,PSG.PACKED playing module,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2020,БК0010 (11М),demotool,september 2020,,,,,psgpackedplay.zip,,,,,,,,,,00087006.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87006,17.02.26,,В архиве,,,,
3000178,pt3 playing module,Владимир Кутяков (KUVO),CAROLINE SOFTWARE,2020,БК0010 (11М),demotool,september 2020,,,,,pt3play.zip,,,,,,,,,,00087005.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=87005,17.02.26,,В архиве,,,,
3000179,Da Vinci code: Mona Lisa,Мачуговский А. (Manwe/SandS),"SandS, Strogino PC",2020,БК0010 (11М),256b,august 2020,,,,"254-х байтная демка для БК0011М, создана на основе 250 байтной демки с Atari XL Мачуговский А. (Manwe) STROGINO PC 2020",manwe-mona.zip,,,,,,,,,,00086820.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=86820,17.02.26,https://youtu.be/37FBQBCXBQQ,В архиве,,,,
3000180,ChaosGame,Дмитрий Крапивин (Dmitry Krapivin/g0blinish),g0blinish,2020,БК0010 (11М),256b,july 2020,,,,,chaosg.zip,,,,,,,,,,00086341.png,,,,,,,,,,,,https://www.pouet.net/prod.php?which=86341,17.02.26,,В архиве,,,,
48330,GIFT 2020,"Дмитрий Крапивин (Dmitry Krapivin/g0blinish), N1k-O, ded^RMDA",RMDA,2020,БК0011М,demo,april 2020,,N1k-O,,Демо для БК0011М + AY-8910 Dmitry Krapivin (siniy) (g0blinish) RMDA Nik-O (Alarm) 2020,gft2020-party.zip,,,,,,,,,,1626767172_1.png,1626767231_2.png,,,,,,,,,,,https://www.pouet.net/prod.php?which=85132,17.02.26,https://youtu.be/nt6CnM0FS5g,В архиве,,,,
